,AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
0,102.0,Hồ Chí Minh,pm25,5.0,22.0,83.0,11.0,6.0,1009.0,45.0,102.0,4.6,27.0,3.6,2021-01-21 19:00:00,Unhealthy for sensitive groups,10.782978,106.700711
1,221.0,Hà Nội,aqi,5.0,22.0,77.0,11.0,6.0,1015.0,45.0,55.0,4.6,18.0,1.5,2021-01-21 20:00:00,Very unhealthy,21.0811211,105.8180306
2,281.0,Hà Nội,pm25,0.3,22.0,77.0,8.7,0.9,1015.0,45.0,281.0,2.1,18.0,1.5,2021-01-21 20:00:00,Very unhealthy,21.0215063,105.8188748
3,36.0,Gia Lai,pm25,3.0,22.0,60.2,6.0,9.0,923.7,29.0,36.0,1.0,24.3,1.0,2021-01-21 20:00:00,Good,13.998599,107.996482
4,68.0,Thừa Thiên Huế,pm25,2.0,22.0,88.0,11.0,6.0,1015.0,52.0,68.0,4.6,21.0,1.0,2021-01-21 19:00:00,Moderate,16.46226,107.596351
5,217.0,Hà Nội,pm25,12.0,22.0,77.0,65.0,1.0,1015.0,194.0,217.0,2.0,18.0,1.5,2021-01-21 19:00:00,Very unhealthy,21.04975,105.74187
6,195.0,Bắc Ninh,pm25,8.0,22.0,77.0,17.0,23.0,1015.0,119.0,195.0,3.0,18.0,1.5,2021-01-21 20:00:00,Unhealthy,21.1137452,105.9268934
7,168.0,Lào Cai,pm25,37.0,22.0,70.3,2.0,1.0,1003.2,65.0,168.0,17.0,18.5,1.0,2021-01-21 20:00:00,Unhealthy,22.3221386,104.1214227
8,48.0,Hạ Long,pm25,5.0,22.0,95.7,11.0,39.0,1001.0,25.0,48.0,4.6,17.0,2.0,2021-01-21 19:00:00,Good,20.9416,107.1158
9,18.0,Quảng Ninh,pm25,5.0,22.0,97.5,5.0,6.0,1002.0,12.0,18.0,3.0,15.4,1.0,2021-01-21 05:00:00,Good,21.0357507,106.7641068
10,251.0,Bắc Ninh,pm25,7.0,22.0,77.0,52.0,2.0,1015.0,155.0,251.0,6.0,18.0,1.5,2021-01-21 20:00:00,Very unhealthy,21.1232473,106.2883295
11,315.0,Bắc Ninh,pm25,7.0,22.0,77.0,48.0,6.0,1015.0,205.0,315.0,12.0,18.0,1.5,2021-01-21 20:00:00,Hazardous,21.0272212,106.0342099
12,224.0,Hà Nội,pm25,61.0,22.0,79.5,80.0,6.0,1015.5,185.0,224.0,4.6,18.0,1.2,2021-01-21 19:00:00,Very unhealthy,21.03982,105.84726
13,177.0,Hà Nội,pm25,20.0,22.0,79.5,42.0,6.0,1015.5,112.0,177.0,4.6,18.0,1.2,2021-01-21 19:00:00,Unhealthy,20.98832,105.854897
14,179.0,Hà Nội,pm25,14.0,22.0,79.5,47.0,6.0,1015.5,122.0,179.0,4.6,18.0,1.2,2021-01-21 19:00:00,Unhealthy,21.01994,105.77056
15,214.0,Hà Nội,pm25,19.0,22.0,77.0,36.0,1.0,1015.0,149.0,214.0,1.0,18.0,1.2,2021-01-21 19:00:00,Very unhealthy,21.01525,105.80013
18,213.0,Hà Nội,pm25,31.0,22.0,79.5,34.0,6.0,1015.5,175.0,213.0,4.6,18.0,1.2,2021-01-21 19:00:00,Very unhealthy,21.02022,105.81232
19,166.0,Hà Nội,pm25,13.0,22.0,79.5,33.0,6.0,1015.5,105.0,166.0,4.6,18.0,1.2,2021-01-21 19:00:00,Unhealthy,21.00577,105.74842
20,221.0,Hà Nội,pm25,38.0,22.0,79.5,31.0,6.0,1015.5,177.0,221.0,4.6,18.0,1.2,2021-01-21 19:00:00,Very unhealthy,21.05121,105.78232
21,191.0,Hà Nội,pm25,17.0,22.0,82.0,11.0,6.0,1016.0,130.0,191.0,4.6,18.0,1.0,2021-01-21 20:00:00,Unhealthy,21.0072,105.83572
22,213.0,Cao Bằng,pm25,5.0,22.0,77.8,11.0,1.0,986.3,204.0,213.0,2.0,17.2,2.0,2021-01-21 21:00:00,Very unhealthy,22.6782,106.245
23,122.0,Hồ Chí Minh,pm25,5.0,22.0,56.5,11.0,6.0,1008.5,45.0,122.0,4.6,30.5,2.5,2021-01-22 13:00:00,Unhealthy for sensitive groups,10.782978,106.700711
24,192.0,Hà Nội,aqi,5.0,22.0,53.0,11.0,6.0,1015.0,45.0,55.0,4.6,22.0,2.0,2021-01-22 13:00:00,Unhealthy,21.0811211,105.8180306
25,189.0,Hà Nội,pm25,0.1,22.0,51.0,8.7,4.9,1014.5,45.0,189.0,3.1,22.5,2.3,2021-01-22 13:00:00,Unhealthy,21.0215063,105.8188748
26,18.0,Gia Lai,pm10,4.0,22.0,64.3,13.0,20.0,926.2,18.0,17.0,1.0,23.0,2.0,2021-01-22 13:00:00,Good,13.998599,107.996482
28,189.0,Hà Nội,pm25,12.0,22.0,58.0,42.0,1.0,1016.0,156.0,189.0,2.0,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.04975,105.74187
29,164.0,Bắc Ninh,pm25,5.0,22.0,53.0,14.0,23.0,1015.0,88.0,164.0,17.0,22.0,2.0,2021-01-22 13:00:00,Unhealthy,21.1137452,105.9268934
30,131.0,Lào Cai,pm25,38.0,22.0,93.2,3.0,1.0,1007.1,24.0,131.0,22.0,16.7,1.0,2021-01-22 13:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
31,49.0,Hạ Long,pm25,5.0,22.0,86.2,14.0,38.0,1001.3,26.0,49.0,4.6,21.3,1.0,2021-01-22 13:00:00,Good,20.9416,107.1158
32,38.0,Quảng Ninh,pm25,6.0,22.0,86.2,14.0,6.0,1001.3,24.0,38.0,24.0,21.3,1.0,2021-01-22 12:00:00,Good,21.0357507,106.7641068
33,235.0,Bắc Ninh,pm25,5.0,22.0,53.0,25.0,30.0,1015.0,138.0,235.0,19.0,22.0,2.0,2021-01-22 13:00:00,Very unhealthy,21.1232473,106.2883295
34,252.0,Bắc Ninh,pm25,2.0,22.0,53.0,15.0,6.0,1015.0,157.0,252.0,15.0,22.0,2.0,2021-01-22 13:00:00,Very unhealthy,21.0272212,106.0342099
35,191.0,Hà Nội,pm25,48.0,22.0,58.0,47.0,6.0,1016.0,157.0,191.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.03982,105.84726
36,161.0,Hà Nội,pm25,9.0,22.0,53.0,31.0,6.0,1015.0,90.0,161.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,20.98832,105.854897
37,164.0,Hà Nội,pm25,7.0,22.0,58.0,30.0,6.0,1016.0,114.0,164.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.01994,105.77056
38,183.0,Hà Nội,pm25,9.0,22.0,58.0,20.0,2.0,1016.0,126.0,183.0,1.0,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.01525,105.80013
41,186.0,Hà Nội,pm25,14.0,22.0,58.0,25.0,6.0,1016.0,151.0,186.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.02022,105.81232
42,158.0,Hà Nội,pm25,7.0,22.0,53.0,20.0,6.0,1015.0,94.0,158.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.00577,105.74842
43,188.0,Hà Nội,pm25,17.0,22.0,53.0,37.0,6.0,1015.0,152.0,188.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.05121,105.78232
44,159.0,Hà Nội,pm25,9.0,22.0,58.0,11.0,6.0,1016.0,95.0,159.0,4.6,22.0,2.0,2021-01-22 12:00:00,Unhealthy,21.0072,105.83572
45,212.0,Cao Bằng,pm10,5.0,22.0,83.6,11.0,1.0,989.4,212.0,208.0,2.0,17.1,1.0,2021-01-22 13:00:00,Very unhealthy,22.6782,106.245
46,114.0,Hồ Chí Minh,pm25,5.0,22.0,49.0,11.0,6.0,1007.0,45.0,114.0,4.6,32.0,1.5,2021-01-23 15:00:00,Unhealthy for sensitive groups,10.782978,106.700711
47,180.0,Hà Nội,aqi,5.0,22.0,49.0,11.0,6.0,1013.0,45.0,55.0,4.6,23.0,3.0,2021-01-23 14:00:00,Unhealthy,21.0811211,105.8180306
48,189.0,Hà Nội,pm25,0.2,22.0,49.0,8.7,3.7,1013.0,45.0,189.0,4.6,23.0,3.0,2021-01-23 13:00:00,Unhealthy,21.0215063,105.8188748
49,26.0,Gia Lai,pm25,4.0,22.0,62.1,12.0,20.0,924.2,25.0,26.0,1.0,25.8,2.0,2021-01-23 15:00:00,Good,13.998599,107.996482
51,169.0,Hà Nội,pm25,11.0,22.0,49.0,28.0,2.0,1013.5,123.0,169.0,2.0,23.0,3.3,2021-01-23 13:00:00,Unhealthy,21.04975,105.74187
52,176.0,Bắc Ninh,pm25,9.0,22.0,68.0,16.0,24.0,1017.0,102.0,176.0,4.0,19.0,0.5,2021-01-23 11:00:00,Unhealthy,21.1137452,105.9268934
53,151.0,Lào Cai,pm25,40.0,22.0,73.1,2.0,1.0,1002.2,55.0,151.0,150.0,20.9,2.0,2021-01-23 15:00:00,Unhealthy,22.3221386,104.1214227
54,65.0,Hạ Long,pm25,5.0,22.0,81.3,9.0,61.0,1000.4,34.0,65.0,4.6,23.7,2.0,2021-01-23 15:00:00,Moderate,20.9416,107.1158
55,51.0,Quảng Ninh,pm25,7.0,22.0,81.3,8.0,6.0,1000.4,29.0,51.0,14.0,23.7,2.0,2021-01-23 14:00:00,Moderate,21.0357507,106.7641068
56,226.0,Bắc Ninh,pm25,6.0,22.0,49.0,20.0,41.0,1012.0,136.0,226.0,6.0,23.0,3.0,2021-01-23 15:00:00,Very unhealthy,21.1232473,106.2883295
57,214.0,Bắc Ninh,pm25,1.0,22.0,49.0,13.0,6.0,1012.0,128.0,214.0,16.0,23.0,3.0,2021-01-23 15:00:00,Very unhealthy,21.0272212,106.0342099
58,170.0,Hà Nội,pm25,40.0,22.0,49.0,37.0,6.0,1013.0,130.0,170.0,4.6,23.0,3.0,2021-01-23 13:00:00,Unhealthy,21.03982,105.84726
59,149.0,Hà Nội,pm25,7.0,22.0,49.0,33.0,6.0,1013.5,81.0,149.0,4.6,23.0,3.3,2021-01-23 13:00:00,Unhealthy for sensitive groups,20.98832,105.854897
60,157.0,Hà Nội,pm25,9.0,22.0,49.0,35.0,6.0,1013.0,92.0,157.0,4.6,23.0,3.0,2021-01-23 13:00:00,Unhealthy,21.01994,105.77056
61,160.0,Hà Nội,pm25,10.0,22.0,49.0,23.0,4.0,1013.5,106.0,160.0,1.0,23.0,3.3,2021-01-23 13:00:00,Unhealthy,21.01525,105.80013
64,167.0,Hà Nội,pm25,13.0,22.0,49.0,20.0,6.0,1013.0,123.0,167.0,4.6,23.0,3.0,2021-01-23 13:00:00,Unhealthy,21.02022,105.81232
65,151.0,Hà Nội,pm25,12.0,22.0,49.0,23.0,6.0,1013.0,83.0,151.0,4.6,23.0,3.0,2021-01-23 13:00:00,Unhealthy,21.00577,105.74842
66,168.0,Hà Nội,pm25,11.0,22.0,49.0,31.0,6.0,1013.5,121.0,168.0,4.6,23.0,3.3,2021-01-23 13:00:00,Unhealthy,21.05121,105.78232
67,155.0,Hà Nội,pm25,11.0,22.0,49.0,11.0,6.0,1013.0,89.0,155.0,4.6,23.0,3.0,2021-01-23 13:00:00,Unhealthy,21.0072,105.83572
68,340.0,Cao Bằng,pm10,5.0,22.0,68.9,11.0,1.0,985.9,340.0,194.0,2.0,18.0,1.0,2021-01-23 15:00:00,Hazardous,22.6782,106.245
69,80.0,Hồ Chí Minh,pm25,5.0,22.0,74.0,11.0,6.0,1009.0,45.0,80.0,4.6,27.0,4.1,2021-01-25 19:00:00,Moderate,10.782978,106.700711
70,161.0,Hà Nội,aqi,5.0,22.0,77.0,11.0,6.0,1015.0,45.0,55.0,4.6,21.0,3.0,2021-01-25 19:00:00,Unhealthy,21.0811211,105.8180306
71,139.0,Hà Nội,pm25,0.2,22.0,77.0,12.8,0.9,1015.0,45.0,139.0,1.6,21.0,3.0,2021-01-25 19:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
72,70.0,Gia Lai,pm25,6.0,22.0,43.4,17.0,22.0,923.4,53.0,70.0,2.0,29.0,2.0,2021-01-25 19:00:00,Moderate,13.998599,107.996482
73,29.0,Thừa Thiên Huế,pm25,1.0,22.0,88.0,11.0,6.0,1014.5,24.0,29.0,4.6,22.0,2.8,2021-01-25 15:00:00,Good,16.46226,107.596351
74,147.0,Hà Nội,pm25,23.0,22.0,77.0,23.0,1.0,1015.0,95.0,147.0,2.0,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.04975,105.74187
76,127.0,Lào Cai,pm25,36.0,22.0,61.8,2.0,1.0,1001.1,56.0,127.0,23.0,24.5,1.0,2021-01-25 19:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
77,32.0,Hạ Long,pm25,5.0,22.0,95.7,18.0,16.0,1002.0,17.0,32.0,4.6,19.8,1.0,2021-01-25 19:00:00,Good,20.9416,107.1158
78,11.0,Quảng Ninh,pm25,5.0,22.0,95.7,29.0,6.0,1002.0,7.0,11.0,7.0,19.8,1.0,2021-01-25 18:00:00,Good,21.0357507,106.7641068
79,137.0,Bắc Ninh,pm25,5.0,22.0,77.0,46.0,3.0,1015.0,91.0,137.0,3.0,21.0,3.0,2021-01-25 19:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
80,116.0,Bắc Ninh,pm25,4.0,22.0,77.0,17.0,6.0,1015.0,66.0,116.0,5.0,21.0,3.8,2021-01-25 19:00:00,Unhealthy for sensitive groups,21.0272212,106.0342099
81,150.0,Hà Nội,pm25,51.0,22.0,77.0,48.0,6.0,1015.0,102.0,150.0,4.6,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.03982,105.84726
82,106.0,Hà Nội,pm25,5.0,22.0,77.0,11.0,6.0,1015.0,66.0,106.0,4.6,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,20.98832,105.854897
83,132.0,Hà Nội,pm25,13.0,22.0,77.0,26.0,6.0,1015.0,77.0,132.0,4.6,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.01994,105.77056
84,145.0,Hà Nội,pm25,6.0,22.0,77.0,15.0,2.0,1015.0,84.0,145.0,1.0,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.01525,105.80013
87,146.0,Hà Nội,pm25,15.0,22.0,77.0,24.0,6.0,1015.0,102.0,146.0,4.6,21.0,3.0,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.02022,105.81232
88,108.0,Hà Nội,pm25,9.0,22.0,77.0,10.0,6.0,1015.0,61.0,108.0,4.6,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.00577,105.74842
89,151.0,Hà Nội,pm25,17.0,22.0,77.0,23.0,6.0,1015.0,104.0,151.0,4.6,21.0,3.8,2021-01-25 18:00:00,Unhealthy,21.05121,105.78232
90,109.0,Hà Nội,pm25,8.0,22.0,77.0,11.0,6.0,1015.0,61.0,109.0,4.6,21.0,3.8,2021-01-25 18:00:00,Unhealthy for sensitive groups,21.0072,105.83572
91,185.0,Cao Bằng,pm10,5.0,22.0,73.4,11.0,1.0,985.6,185.0,174.0,1.0,22.6,2.0,2021-01-25 19:00:00,Unhealthy,22.6782,106.245
92,137.0,Hồ Chí Minh,pm25,5.0,22.0,62.0,11.0,6.0,1007.0,45.0,137.0,4.6,31.0,5.1,2021-01-26 16:00:00,Unhealthy for sensitive groups,10.782978,106.700711
93,130.0,Hà Nội,aqi,5.0,22.0,53.0,11.0,6.0,1014.0,45.0,55.0,4.6,25.0,4.1,2021-01-26 16:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
94,134.0,Hà Nội,pm25,0.1,22.0,53.0,10.1,4.5,1014.0,45.0,134.0,1.6,25.0,4.1,2021-01-26 16:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
95,26.0,Gia Lai,pm25,3.0,22.0,37.6,9.0,24.0,925.4,25.0,26.0,1.0,29.0,3.0,2021-01-26 16:00:00,Good,13.998599,107.996482
96,17.0,Thừa Thiên Huế,pm25,2.0,22.0,78.0,11.0,6.0,1014.0,21.0,17.0,4.6,24.0,3.6,2021-01-26 15:00:00,Good,16.46226,107.596351
97,126.0,Hà Nội,pm25,12.0,22.0,57.0,23.0,2.0,1014.0,87.0,126.0,2.0,24.5,3.8,2021-01-26 15:00:00,Unhealthy for sensitive groups,21.04975,105.74187
99,103.0,Lào Cai,pm25,42.0,22.0,76.7,3.0,1.0,1003.7,65.0,103.0,33.0,22.6,2.0,2021-01-26 16:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
100,44.0,Hạ Long,pm25,5.0,22.0,85.3,5.0,26.0,1002.9,23.0,44.0,4.6,23.2,1.0,2021-01-26 15:00:00,Good,20.9416,107.1158
101,20.0,Quảng Ninh,pm25,4.0,22.0,85.3,18.0,6.0,1002.9,12.0,20.0,7.0,23.2,1.0,2021-01-26 15:00:00,Good,21.0357507,106.7641068
102,75.0,Bắc Ninh,pm25,2.0,22.0,53.0,10.0,33.0,1014.0,55.0,75.0,2.0,25.0,4.1,2021-01-26 16:00:00,Moderate,21.1232473,106.2883295
103,92.0,Bắc Ninh,pm25,3.0,22.0,57.0,4.0,6.0,1014.0,59.0,92.0,3.0,24.5,3.8,2021-01-26 16:00:00,Moderate,21.0272212,106.0342099
104,117.0,Hà Nội,pm25,15.0,22.0,57.0,27.0,6.0,1014.0,82.0,117.0,4.6,24.5,3.8,2021-01-26 15:00:00,Unhealthy for sensitive groups,21.03982,105.84726
105,73.0,Hà Nội,pm25,4.0,22.0,57.0,11.0,6.0,1014.0,51.0,73.0,4.6,24.5,3.8,2021-01-26 15:00:00,Moderate,20.98832,105.854897
106,86.0,Hà Nội,pm25,6.0,22.0,57.0,25.0,6.0,1014.0,56.0,86.0,4.6,24.5,3.8,2021-01-26 15:00:00,Moderate,21.01994,105.77056
107,104.0,Hà Nội,pm25,5.0,22.0,57.0,22.0,3.0,1014.0,64.0,104.0,1.0,24.5,3.8,2021-01-26 14:00:00,Unhealthy for sensitive groups,21.01525,105.80013
110,113.0,Hà Nội,pm25,8.0,22.0,57.0,14.0,6.0,1014.0,83.0,113.0,4.6,24.5,3.8,2021-01-26 15:00:00,Unhealthy for sensitive groups,21.02022,105.81232
112,117.0,Hà Nội,pm25,8.0,22.0,57.0,20.0,6.0,1014.0,69.0,117.0,4.6,24.5,3.8,2021-01-26 15:00:00,Unhealthy for sensitive groups,21.05121,105.78232
113,79.0,Hà Nội,pm25,6.0,22.0,57.0,11.0,6.0,1014.0,55.0,79.0,4.6,24.5,3.8,2021-01-26 15:00:00,Moderate,21.0072,105.83572
114,188.0,Cao Bằng,pm25,5.0,22.0,75.8,11.0,1.0,987.8,186.0,188.0,1.0,19.8,2.0,2021-01-26 16:00:00,Unhealthy,22.6782,106.245
115,117.0,Hồ Chí Minh,pm25,5.0,22.0,60.0,11.0,6.0,1007.0,45.0,117.0,4.6,30.5,4.6,2021-01-27 15:00:00,Unhealthy for sensitive groups,10.782978,106.700711
116,97.0,Hà Nội,aqi,5.0,22.0,60.0,11.0,6.0,1013.0,45.0,55.0,4.6,23.0,2.5,2021-01-27 15:00:00,Moderate,21.0811211,105.8180306
117,109.0,Hà Nội,pm25,0.2,22.0,60.0,15.6,3.7,1013.0,45.0,109.0,2.1,23.0,2.5,2021-01-27 15:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
118,14.0,Gia Lai,pm25,2.0,22.0,48.9,3.0,25.0,925.2,14.0,14.0,1.0,28.6,2.0,2021-01-27 15:00:00,Good,13.998599,107.996482
120,87.0,Hà Nội,pm25,13.0,22.0,60.0,19.0,3.0,1014.0,71.0,87.0,2.0,23.0,3.0,2021-01-27 14:00:00,Moderate,21.04975,105.74187
121,67.0,Bắc Ninh,pm25,2.0,22.0,60.0,9.0,24.0,1013.0,53.0,67.0,3.0,23.0,2.5,2021-01-27 15:00:00,Moderate,21.1137452,105.9268934
122,63.0,Lào Cai,pm10,41.0,22.0,84.0,1.0,3.0,1003.3,63.0,28.0,60.0,20.4,3.0,2021-01-27 15:00:00,Moderate,22.3221386,104.1214227
123,45.0,Hạ Long,pm25,5.0,22.0,80.0,5.0,13.0,1002.3,26.0,45.0,4.6,21.8,1.0,2021-01-27 14:00:00,Good,20.9416,107.1158
124,22.0,Quảng Ninh,pm25,6.0,22.0,80.0,18.0,6.0,1002.3,13.0,22.0,7.0,21.8,1.0,2021-01-27 14:00:00,Good,21.0357507,106.7641068
125,142.0,Bắc Ninh,pm25,5.0,22.0,60.0,34.0,24.0,1013.0,77.0,142.0,11.0,23.0,2.5,2021-01-27 15:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
126,106.0,Bắc Ninh,pm25,4.0,22.0,60.0,5.0,6.0,1013.0,60.0,106.0,3.0,23.0,2.5,2021-01-27 15:00:00,Unhealthy for sensitive groups,21.0272212,106.0342099
127,88.0,Hà Nội,pm25,48.0,22.0,60.0,50.0,6.0,1014.0,58.0,88.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,21.03982,105.84726
128,71.0,Hà Nội,pm25,4.0,22.0,60.0,13.0,6.0,1014.0,47.0,71.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,20.98832,105.854897
129,63.0,Hà Nội,pm25,5.0,22.0,60.0,21.0,6.0,1014.0,46.0,63.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,21.01994,105.77056
130,80.0,Hà Nội,pm25,5.0,22.0,60.0,12.0,5.0,1014.0,53.0,80.0,1.0,23.0,3.0,2021-01-27 14:00:00,Moderate,21.01525,105.80013
133,84.0,Hà Nội,pm25,5.0,22.0,60.0,8.0,6.0,1014.0,64.0,84.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,21.02022,105.81232
134,72.0,Hà Nội,pm25,5.0,22.0,60.0,8.0,6.0,1014.0,47.0,72.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,21.00577,105.74842
135,82.0,Hà Nội,pm25,9.0,22.0,60.0,19.0,6.0,1014.0,56.0,82.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,21.05121,105.78232
136,65.0,Hà Nội,pm25,4.0,22.0,60.0,11.0,6.0,1014.0,46.0,65.0,4.6,23.0,3.0,2021-01-27 14:00:00,Moderate,21.0072,105.83572
137,199.0,Cao Bằng,pm10,5.0,22.0,67.7,11.0,1.0,986.8,199.0,191.0,1.0,20.8,2.0,2021-01-27 15:00:00,Unhealthy,22.6782,106.245
138,91.0,Hồ Chí Minh,pm25,5.0,22.0,34.0,11.0,6.0,1009.5,45.0,91.0,4.6,32.5,2.5,2021-01-29 14:00:00,Moderate,10.782978,106.700711
139,143.0,Hà Nội,aqi,5.0,22.0,49.0,11.0,6.0,1018.0,45.0,55.0,4.6,22.0,3.0,2021-01-29 15:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
140,164.0,Hà Nội,pm25,0.2,22.0,49.0,14.2,0.9,1018.0,45.0,164.0,5.1,22.0,3.0,2021-01-29 15:00:00,Unhealthy,21.0215063,105.8188748
141,30.0,Gia Lai,pm25,2.0,22.0,54.8,5.0,41.0,928.2,22.0,30.0,2.0,23.2,5.0,2021-01-29 15:00:00,Good,13.998599,107.996482
142,35.0,Thừa Thiên Huế,pm25,2.0,22.0,69.0,11.0,6.0,1018.0,20.0,35.0,4.6,24.0,7.2,2021-01-29 14:00:00,Good,16.46226,107.596351
143,141.0,Hà Nội,pm25,12.0,22.0,49.0,24.0,3.0,1019.0,99.0,141.0,1.0,22.0,3.3,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.04975,105.74187
145,113.0,Lào Cai,pm25,30.0,22.0,70.1,3.0,23.0,1009.3,53.0,113.0,46.0,17.5,2.0,2021-01-29 15:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
146,46.0,Hạ Long,pm25,5.0,22.0,71.9,5.0,23.0,1007.1,31.0,46.0,4.6,19.6,1.0,2021-01-29 14:00:00,Good,20.9416,107.1158
147,16.0,Quảng Ninh,pm25,6.0,22.0,71.9,22.0,6.0,1007.1,12.0,16.0,20.0,19.6,1.0,2021-01-29 13:00:00,Good,21.0357507,106.7641068
148,118.0,Bắc Ninh,pm25,5.0,22.0,49.0,32.0,15.0,1019.0,70.0,118.0,25.0,22.0,3.6,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
150,145.0,Hà Nội,pm25,38.0,22.0,49.0,54.0,6.0,1019.0,98.0,145.0,4.6,22.0,3.3,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.03982,105.84726
151,96.0,Hà Nội,pm25,6.0,22.0,49.0,22.0,6.0,1019.0,60.0,96.0,4.6,22.0,3.3,2021-01-29 14:00:00,Moderate,20.98832,105.854897
152,106.0,Hà Nội,pm25,10.0,22.0,49.0,30.0,6.0,1019.0,64.0,106.0,4.6,22.0,3.3,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.01994,105.77056
153,134.0,Hà Nội,pm25,6.0,22.0,49.0,18.0,5.0,1019.0,74.0,134.0,1.0,22.0,3.3,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.01525,105.80013
156,139.0,Hà Nội,pm25,10.0,22.0,49.0,15.0,6.0,1019.0,97.0,139.0,4.6,22.0,3.3,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.02022,105.81232
157,94.0,Hà Nội,pm25,10.0,22.0,49.0,16.0,6.0,1019.0,61.0,94.0,4.6,22.0,3.3,2021-01-29 14:00:00,Moderate,21.00577,105.74842
158,138.0,Hà Nội,pm25,18.0,22.0,49.0,28.0,6.0,1019.0,96.0,138.0,4.6,22.0,3.3,2021-01-29 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
159,99.0,Hà Nội,pm25,10.0,22.0,49.0,11.0,6.0,1019.0,65.0,99.0,4.6,22.0,3.3,2021-01-29 14:00:00,Moderate,21.0072,105.83572
160,139.0,Cao Bằng,pm25,5.0,22.0,56.9,11.0,1.0,992.6,126.0,139.0,1.0,17.0,3.0,2021-01-29 15:00:00,Unhealthy for sensitive groups,22.6782,106.245
161,87.0,Hồ Chí Minh,pm25,5.0,22.0,65.0,11.0,6.0,1012.0,45.0,87.0,4.6,26.0,2.0,2021-01-30 21:00:00,Moderate,10.782978,106.700711
162,180.0,Hà Nội,aqi,5.0,22.0,77.0,11.0,6.0,1020.0,45.0,55.0,4.6,18.0,1.5,2021-01-30 22:00:00,Unhealthy,21.0811211,105.8180306
163,215.0,Hà Nội,pm25,0.2,22.0,77.0,13.3,0.9,1020.0,45.0,215.0,3.1,18.0,1.5,2021-01-30 21:00:00,Very unhealthy,21.0215063,105.8188748
164,32.0,Gia Lai,pm25,2.0,22.0,76.2,3.0,27.0,927.4,22.0,32.0,2.0,19.2,4.0,2021-01-30 22:00:00,Good,13.998599,107.996482
165,21.0,Thừa Thiên Huế,pm25,1.0,22.0,88.0,11.0,6.0,1019.0,20.0,21.0,4.6,22.0,2.3,2021-01-30 22:00:00,Good,16.46226,107.596351
166,183.0,Hà Nội,pm25,13.0,22.0,82.0,29.0,2.0,1019.0,160.0,183.0,1.0,18.0,2.0,2021-01-30 19:00:00,Unhealthy,21.04975,105.74187
167,137.0,Bắc Ninh,pm25,7.0,22.0,77.0,19.0,23.0,1020.0,71.0,137.0,4.0,18.0,1.5,2021-01-30 22:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
168,175.0,Lào Cai,pm25,38.0,22.0,90.3,7.0,8.0,1007.6,69.0,175.0,150.0,16.3,150.0,2021-01-30 22:00:00,Unhealthy,22.3221386,104.1214227
