,AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
1971,32.0,Đà Nẵng,pm25,1.0,22.0,58.0,11.0,10.0,1009.0,20.0,32.0,31.0,31.0,1.0,2021-08-21 08:00:00,Good,16.074,108.217
1973,58.0,Hà Nội,pm25,3.0,28.0,89.0,13.0,6.0,1008.0,58.0,58.0,4.6,30.0,3.0,2021-08-21 07:00:00,Moderate,21.02022,105.81232
1974,40.0,Hà Nội,pm25,3.0,28.0,94.0,13.0,6.0,1008.0,27.0,40.0,4.6,29.0,3.6,2021-08-21 06:00:00,Good,21.00577,105.74842
1975,62.0,Hà Nội,pm25,17.0,28.0,89.0,26.0,6.0,1008.0,50.0,62.0,4.6,30.0,3.0,2021-08-21 07:00:00,Moderate,21.05121,105.78232
1976,35.0,Hà Nội,pm25,5.0,28.0,94.0,11.0,6.0,1008.0,25.0,35.0,4.6,29.0,3.6,2021-08-21 06:00:00,Good,21.0072,105.83572
1977,103.0,Cao Bằng,pm10,5.0,25.6,63.1,1.0,1.0,977.1,103.0,64.0,1.0,33.6,3.0,2021-08-19 19:00:00,Unhealthy for sensitive groups,22.6782,106.245
1978,70.0,Hồ Chí Minh,pm25,5.0,26.0,85.5,11.0,6.0,1009.0,45.0,70.0,4.6,28.5,1.0,2021-08-23 08:00:00,Moderate,10.782978,106.700711
1980,63.0,Hà Nội,pm25,0.1,29.0,94.0,2.8,10.2,1003.0,45.0,63.0,4.6,30.0,5.1,2021-08-23 08:00:00,Moderate,21.0215063,105.8188748
1981,10.0,Gia Lai,pm10,3.0,20.0,94.0,5.0,8.0,922.3,10.0,8.0,16.0,21.0,2.0,2021-08-23 08:00:00,Good,13.998599,107.996482
1985,1.0,Lào Cai,pm10,39.0,26.8,97.1,3.0,2.0,992.0,1.0,2.0,3.2,27.3,1.0,2021-08-23 08:00:00,Good,22.3221386,104.1214227
1987,15.0,Quảng Ninh,pm25,1.0,27.6,91.1,4.0,9.0,991.2,14.0,15.0,18.0,29.2,2.0,2021-08-23 07:00:00,Good,21.0357507,106.7641068
1988,53.0,Bắc Ninh,pm10,1.0,29.0,94.0,8.0,14.0,1003.0,53.0,48.0,12.0,30.0,5.1,2021-08-23 08:00:00,Moderate,21.1232473,106.2883295
1991,21.0,Hà Nội,pm25,1.0,29.0,94.0,9.0,6.0,1003.0,14.0,21.0,4.6,30.0,4.6,2021-08-23 07:00:00,Good,20.98832,105.854897
1992,22.0,Hà Nội,pm25,3.0,29.0,94.0,14.0,6.0,1003.0,19.0,22.0,4.6,30.0,5.1,2021-08-23 07:00:00,Good,21.01994,105.77056
1993,50.0,Hà Nội,pm25,3.0,29.0,94.0,10.0,6.0,1003.0,44.0,50.0,4.6,30.0,4.6,2021-08-23 07:00:00,Good,21.01525,105.80013
1994,29.0,Đà Nẵng,pm25,1.0,23.0,59.0,11.0,10.0,1006.0,20.0,29.0,31.0,32.0,1.0,2021-08-23 08:00:00,Good,16.074,108.217
1996,52.0,Hà Nội,pm10,3.0,29.0,94.0,7.0,6.0,1003.0,52.0,45.0,4.6,30.0,4.6,2021-08-23 07:00:00,Moderate,21.02022,105.81232
1997,38.0,Hà Nội,pm25,3.0,29.0,94.0,10.0,6.0,1003.0,27.0,38.0,4.6,30.0,5.1,2021-08-23 07:00:00,Good,21.00577,105.74842
1998,59.0,Hà Nội,pm25,7.0,29.0,94.0,18.0,6.0,1003.0,58.0,59.0,4.6,30.0,5.1,2021-08-23 07:00:00,Moderate,21.05121,105.78232
1999,33.0,Hà Nội,pm25,5.0,29.0,94.0,11.0,6.0,1003.0,25.0,33.0,4.6,30.0,4.6,2021-08-23 07:00:00,Good,21.0072,105.83572
2001,65.0,Hồ Chí Minh,pm25,5.0,25.5,85.5,11.0,6.0,1009.0,45.0,65.0,4.6,28.0,2.0,2021-08-26 08:00:00,Moderate,10.782978,106.700711
2003,42.0,Hà Nội,pm25,0.1,26.0,100.0,6.4,8.6,1009.0,45.0,42.0,5.1,26.0,2.0,2021-08-26 08:00:00,Good,21.0215063,105.8188748
2004,10.0,Gia Lai,pm25,2.0,20.6,94.0,3.0,7.0,922.6,8.0,10.0,16.0,21.6,2.0,2021-08-26 08:00:00,Good,13.998599,107.996482
2008,1.0,Lào Cai,pm10,53.0,25.6,98.2,1.0,2.0,996.7,1.0,23.0,1.6,25.9,1.0,2021-08-26 09:00:00,Good,22.3221386,104.1214227
2010,8.0,Quảng Ninh,pm10,1.0,24.6,100.0,8.0,7.0,995.5,8.0,7.0,19.0,24.6,7.0,2021-08-26 07:00:00,Good,21.0357507,106.7641068
2011,19.0,Bắc Ninh,pm25,1.0,26.0,100.0,9.0,4.0,1009.0,18.0,19.0,12.0,26.0,2.0,2021-08-26 08:00:00,Good,21.1232473,106.2883295
2014,19.0,Hà Nội,pm25,2.0,27.0,84.0,14.0,6.0,1007.0,14.0,19.0,4.6,30.0,3.0,2021-08-25 20:00:00,Good,20.98832,105.854897
2015,16.0,Hà Nội,pm25,3.0,27.0,84.0,20.0,6.0,1007.0,13.0,16.0,4.6,30.0,3.0,2021-08-25 20:00:00,Good,21.01994,105.77056
2016,35.0,Hà Nội,pm25,1.0,27.5,100.0,7.0,6.0,1008.0,29.0,35.0,4.6,27.5,2.0,2021-08-26 01:00:00,Good,21.01525,105.80013
2017,25.0,Đà Nẵng,pm25,1.0,23.0,66.0,11.0,14.0,1008.0,16.0,25.0,35.0,30.0,1.5,2021-08-26 08:00:00,Good,16.074,108.217
2019,41.0,Hà Nội,pm10,3.0,27.0,84.0,8.0,6.0,1007.0,41.0,40.0,4.6,30.0,3.0,2021-08-25 20:00:00,Good,21.02022,105.81232
2020,22.0,Hà Nội,pm25,3.0,27.0,86.0,9.0,6.0,1007.0,17.0,22.0,4.6,29.5,3.0,2021-08-25 20:00:00,Good,21.00577,105.74842
2021,43.0,Hà Nội,pm25,16.0,27.0,86.0,28.0,6.0,1007.0,36.0,43.0,4.6,29.5,3.0,2021-08-25 20:00:00,Good,21.05121,105.78232
2022,24.0,Hà Nội,pm25,3.0,27.0,84.0,11.0,6.0,1007.0,17.0,24.0,4.6,30.0,3.0,2021-08-25 20:00:00,Good,21.0072,105.83572
2024,50.0,Hồ Chí Minh,pm25,5.0,26.0,94.0,11.0,6.0,1009.0,45.0,50.0,4.6,27.0,0.5,2021-08-27 07:00:00,Good,10.782978,106.700711
2026,63.0,Hà Nội,pm25,0.1,27.0,100.0,10.1,6.1,1009.0,45.0,63.0,5.6,27.0,1.5,2021-08-27 07:00:00,Moderate,21.0215063,105.8188748
2027,14.0,Gia Lai,pm25,2.0,20.1,97.6,3.0,4.0,922.3,13.0,14.0,16.0,20.5,1.0,2021-08-27 07:00:00,Good,13.998599,107.996482
2031,1.0,Lào Cai,pm10,43.0,25.5,96.5,1.0,2.0,997.6,1.0,23.0,1.7,26.1,2.0,2021-08-26 23:00:00,Good,22.3221386,104.1214227
2033,16.0,Quảng Ninh,pm10,1.0,25.3,95.4,8.0,4.0,995.8,16.0,13.0,19.0,26.1,1.0,2021-08-27 06:00:00,Good,21.0357507,106.7641068
2034,38.0,Bắc Ninh,pm25,1.0,27.0,100.0,7.0,2.0,1009.0,32.0,38.0,11.0,27.0,1.5,2021-08-27 07:00:00,Good,21.1232473,106.2883295
2040,32.0,Đà Nẵng,pm25,1.0,25.0,88.0,11.0,7.0,1008.0,18.0,32.0,36.0,27.0,2.0,2021-08-27 07:00:00,Good,16.074,108.217
2047,57.0,Hồ Chí Minh,pm25,5.0,25.0,94.0,11.0,6.0,1008.0,45.0,57.0,4.6,26.0,0.5,2021-08-28 07:00:00,Moderate,10.782978,106.700711
2049,46.0,Hà Nội,pm25,0.1,25.0,88.0,8.3,5.3,1011.0,45.0,46.0,5.1,27.0,1.5,2021-08-28 08:00:00,Good,21.0215063,105.8188748
2050,9.0,Gia Lai,pm25,1.0,20.4,97.6,2.0,5.0,923.0,8.0,9.0,16.0,20.8,1.0,2021-08-28 08:00:00,Good,13.998599,107.996482
2054,1.0,Lào Cai,pm10,38.0,25.5,94.8,1.0,3.0,999.0,1.0,18.0,1.7,26.4,1.0,2021-08-28 08:00:00,Good,22.3221386,104.1214227
2056,13.0,Quảng Ninh,pm10,1.0,24.3,98.8,9.0,4.0,997.3,13.0,11.0,21.0,24.5,2.0,2021-08-28 07:00:00,Good,21.0357507,106.7641068
2057,21.0,Bắc Ninh,pm25,1.0,25.0,100.0,4.0,4.0,1010.0,17.0,21.0,11.0,25.0,1.5,2021-08-28 08:00:00,Good,21.1232473,106.2883295
2063,18.0,Đà Nẵng,pm25,1.0,23.0,62.0,11.0,9.0,1010.0,11.0,18.0,35.0,31.0,0.5,2021-08-28 08:00:00,Good,16.074,108.217
2070,68.0,Hồ Chí Minh,pm25,5.0,25.5,97.0,11.0,6.0,1010.0,45.0,68.0,4.6,26.0,0.7,2021-08-31 07:00:00,Moderate,10.782978,106.700711
2072,124.0,Hà Nội,pm25,0.1,27.0,97.0,9.2,9.0,1011.0,45.0,124.0,5.1,27.5,2.0,2021-08-31 07:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
2073,26.0,Gia Lai,pm25,2.0,20.2,97.6,4.0,2.0,923.6,18.0,26.0,16.0,20.6,1.0,2021-08-31 07:00:00,Good,13.998599,107.996482
2079,25.0,Quảng Ninh,pm10,2.0,24.9,95.4,11.0,1.0,998.1,25.0,21.0,24.0,25.7,2.0,2021-08-31 06:00:00,Good,21.0357507,106.7641068
2080,79.0,Bắc Ninh,pm25,2.0,26.5,100.0,8.0,2.0,1010.5,53.0,79.0,12.0,26.5,2.3,2021-08-31 07:00:00,Moderate,21.1232473,106.2883295
2083,30.0,Hà Nội,pm25,1.0,27.0,94.0,10.0,6.0,1010.0,20.0,30.0,4.6,28.0,3.0,2021-08-30 20:00:00,Good,20.98832,105.854897
2084,24.0,Hà Nội,pm25,4.0,27.0,94.0,19.0,6.0,1010.0,18.0,24.0,4.6,28.0,3.0,2021-08-30 20:00:00,Good,21.01994,105.77056
2085,32.0,Hà Nội,pm25,2.0,27.0,97.0,12.0,6.0,1011.0,29.0,32.0,4.6,27.5,2.0,2021-08-31 07:00:00,Good,21.01525,105.80013
2086,29.0,Đà Nẵng,pm25,1.0,25.0,94.0,11.0,5.0,1010.0,20.0,29.0,34.0,26.0,1.0,2021-08-31 07:00:00,Good,16.074,108.217
2088,53.0,Hà Nội,pm10,4.0,27.0,94.0,9.0,6.0,1010.0,53.0,40.0,4.6,28.0,3.0,2021-08-30 20:00:00,Moderate,21.02022,105.81232
2089,34.0,Hà Nội,pm25,3.0,27.0,94.0,7.0,6.0,1010.0,21.0,34.0,4.6,28.0,3.0,2021-08-30 20:00:00,Good,21.00577,105.74842
2090,60.0,Hà Nội,pm10,15.0,27.0,94.0,24.0,6.0,1010.0,60.0,53.0,4.6,28.0,3.0,2021-08-30 20:00:00,Moderate,21.05121,105.78232
2091,35.0,Hà Nội,pm25,5.0,27.0,94.0,11.0,6.0,1010.0,23.0,35.0,4.6,28.0,3.0,2021-08-30 20:00:00,Good,21.0072,105.83572
2093,25.0,Hồ Chí Minh,pm25,5.0,25.0,83.0,11.0,6.0,1009.0,45.0,25.0,4.6,28.0,0.7,2021-09-01 07:00:00,Good,10.782978,106.700711
2095,127.0,Hà Nội,pm25,0.1,26.0,94.0,6.9,10.2,1009.5,45.0,127.0,5.1,27.0,1.8,2021-09-01 07:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
2096,18.0,Gia Lai,pm25,2.0,20.5,97.0,4.0,2.0,923.6,16.0,18.0,17.0,21.0,1.0,2021-09-01 07:00:00,Good,13.998599,107.996482
2100,2.0,Lào Cai,pm25,41.0,25.7,91.5,2.0,2.0,997.1,1.0,2.0,1.9,27.2,2.0,2021-09-01 07:00:00,Good,22.3221386,104.1214227
2102,18.0,Quảng Ninh,pm10,1.0,24.4,93.1,9.0,3.0,996.1,18.0,15.0,23.0,25.6,1.0,2021-09-01 06:00:00,Good,21.0357507,106.7641068
2103,80.0,Bắc Ninh,pm25,2.0,26.0,94.0,5.0,1.0,1009.5,52.0,80.0,12.0,27.0,1.8,2021-09-01 07:00:00,Moderate,21.1232473,106.2883295
2106,59.0,Hà Nội,pm25,1.0,26.0,94.0,13.0,6.0,1010.0,47.0,59.0,4.6,27.0,2.5,2021-09-01 06:00:00,Moderate,20.98832,105.854897
2107,33.0,Hà Nội,pm25,4.0,26.0,94.0,22.0,6.0,1010.0,26.0,33.0,4.6,27.0,2.5,2021-09-01 06:00:00,Good,21.01994,105.77056
2108,37.0,Hà Nội,pm10,2.0,26.0,94.0,10.0,6.0,1009.5,37.0,35.0,4.6,27.0,1.8,2021-09-01 06:00:00,Good,21.01525,105.80013
2109,35.0,Đà Nẵng,pm25,1.0,24.0,74.0,10.0,4.0,1009.0,24.0,35.0,35.0,29.0,0.7,2021-09-01 07:00:00,Good,16.074,108.217
2111,83.0,Hà Nội,pm25,6.0,26.0,94.0,13.0,6.0,1010.0,63.0,83.0,4.6,27.0,2.5,2021-09-01 06:00:00,Moderate,21.02022,105.81232
2112,49.0,Hà Nội,pm25,3.0,26.0,94.0,15.0,6.0,1010.0,33.0,49.0,4.6,27.0,2.5,2021-09-01 06:00:00,Good,21.00577,105.74842
2113,92.0,Hà Nội,pm25,24.0,26.0,94.0,21.0,6.0,1010.0,67.0,92.0,4.6,27.0,2.5,2021-09-01 06:00:00,Moderate,21.05121,105.78232
2114,58.0,Hà Nội,pm25,4.0,26.0,94.0,11.0,6.0,1010.0,41.0,58.0,4.6,27.0,2.5,2021-09-01 06:00:00,Moderate,21.0072,105.83572
2116,42.0,Hồ Chí Minh,pm25,5.0,24.5,68.0,11.0,6.0,1007.0,45.0,42.0,4.6,31.0,5.1,2021-09-04 13:00:00,Good,10.782978,106.700711
2118,76.0,Hà Nội,pm25,0.1,23.0,59.0,3.2,13.9,1004.0,45.0,76.0,4.6,32.0,4.1,2021-09-04 14:00:00,Moderate,21.0215063,105.8188748
2119,4.0,Gia Lai,pm25,1.0,20.8,69.3,2.0,8.0,922.2,4.0,4.0,15.0,26.9,3.0,2021-09-04 14:00:00,Good,13.998599,107.996482
2125,9.0,Quảng Ninh,pm25,1.0,27.7,75.9,4.0,24.0,992.6,9.0,9.0,23.0,32.5,1.0,2021-09-04 13:00:00,Good,21.0357507,106.7641068
2126,35.0,Bắc Ninh,pm25,1.0,23.0,59.0,5.0,41.0,1005.0,34.0,35.0,3.0,32.0,2.5,2021-09-04 14:00:00,Good,21.1232473,106.2883295
2129,23.0,Hà Nội,pm25,1.0,23.0,59.0,3.0,6.0,1005.0,13.0,23.0,4.6,32.0,2.5,2021-09-04 12:00:00,Good,20.98832,105.854897
2130,22.0,Hà Nội,pm25,3.0,23.0,59.0,24.0,6.0,1005.0,16.0,22.0,4.6,32.0,2.5,2021-09-04 12:00:00,Good,21.01994,105.77056
2131,42.0,Hà Nội,pm25,2.0,23.0,59.0,10.0,6.0,1005.0,23.0,42.0,4.6,32.0,2.5,2021-09-04 13:00:00,Good,21.01525,105.80013
2132,16.0,Đà Nẵng,pm25,1.0,24.0,59.0,11.0,26.0,1004.0,14.0,16.0,36.0,33.0,3.0,2021-09-04 14:00:00,Good,16.074,108.217
2134,63.0,Hà Nội,pm25,4.0,23.0,59.0,14.0,6.0,1005.0,51.0,63.0,4.6,32.0,2.5,2021-09-04 12:00:00,Moderate,21.02022,105.81232
2135,22.0,Hà Nội,pm25,5.0,23.0,59.0,5.0,6.0,1005.0,15.0,22.0,4.6,32.0,2.5,2021-09-04 12:00:00,Good,21.00577,105.74842
2136,62.0,Hà Nội,pm25,8.0,23.0,59.0,11.0,6.0,1005.0,53.0,62.0,4.6,32.0,2.5,2021-09-04 12:00:00,Moderate,21.05121,105.78232
2137,30.0,Hà Nội,pm25,4.0,23.0,59.0,11.0,6.0,1005.0,20.0,30.0,4.6,32.0,2.5,2021-09-04 12:00:00,Good,21.0072,105.83572
2139,34.0,Hồ Chí Minh,pm25,5.0,25.0,85.5,11.0,6.0,1011.0,45.0,34.0,4.6,27.5,1.5,2021-09-06 08:00:00,Good,10.782978,106.700711
2141,82.0,Hà Nội,pm25,0.1,26.5,88.0,7.4,6.5,1012.0,45.0,82.0,5.1,28.5,1.5,2021-09-06 08:00:00,Moderate,21.0215063,105.8188748
2142,9.0,Gia Lai,pm10,1.0,21.1,98.2,2.0,4.0,923.9,9.0,8.0,16.0,21.4,1.0,2021-09-06 08:00:00,Good,13.998599,107.996482
2148,22.0,Quảng Ninh,pm10,2.0,25.5,98.2,12.0,2.0,997.9,22.0,17.0,24.0,25.8,2.0,2021-09-06 07:00:00,Good,21.0357507,106.7641068
2149,110.0,Bắc Ninh,pm25,4.0,26.0,88.0,5.0,12.0,1012.0,63.0,110.0,3.0,28.0,1.5,2021-09-06 08:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
2152,40.0,Hà Nội,pm25,1.0,25.5,91.0,7.0,6.0,1011.5,29.0,40.0,4.6,27.0,2.0,2021-09-06 06:00:00,Good,20.98832,105.854897
2153,28.0,Hà Nội,pm25,3.0,25.5,91.0,19.0,6.0,1011.5,22.0,28.0,4.6,27.0,2.0,2021-09-06 06:00:00,Good,21.01994,105.77056
2154,48.0,Hà Nội,pm25,2.0,25.5,91.0,8.0,6.0,1011.5,34.0,48.0,4.6,27.0,2.0,2021-09-06 07:00:00,Good,21.01525,105.80013
2155,18.0,Đà Nẵng,pm25,2.0,24.0,66.0,10.0,3.0,1011.0,11.0,18.0,35.0,31.0,0.5,2021-09-06 08:00:00,Good,16.074,108.217
2157,51.0,Hà Nội,pm10,4.0,25.5,91.0,11.0,6.0,1011.5,51.0,45.0,4.6,27.0,2.0,2021-09-06 06:00:00,Moderate,21.02022,105.81232
2158,49.0,Hà Nội,pm25,3.0,25.5,91.0,9.0,6.0,1011.5,31.0,49.0,4.6,27.0,2.0,2021-09-06 06:00:00,Good,21.00577,105.74842
2159,64.0,Hà Nội,pm10,14.0,25.5,91.0,19.0,6.0,1011.5,64.0,63.0,4.6,27.0,2.0,2021-09-06 06:00:00,Moderate,21.05121,105.78232
2160,37.0,Hà Nội,pm25,3.0,25.5,91.0,11.0,6.0,1011.5,28.0,37.0,4.6,27.0,2.0,2021-09-06 06:00:00,Good,21.0072,105.83572
2162,21.0,Hồ Chí Minh,pm25,5.0,25.0,83.5,11.0,6.0,1008.0,45.0,21.0,4.6,28.0,4.1,2021-09-08 09:00:00,Good,10.782978,106.700711
2164,95.0,Hà Nội,pm25,0.1,25.0,79.0,7.4,7.0,1009.5,45.0,95.0,5.6,29.0,4.1,2021-09-08 09:00:00,Moderate,21.0215063,105.8188748
2165,14.0,Gia Lai,pm10,3.0,20.9,95.8,6.0,5.0,921.2,14.0,13.0,17.0,21.6,3.0,2021-09-08 09:00:00,Good,13.998599,107.996482
2171,12.0,Quảng Ninh,pm10,1.0,24.4,96.5,5.0,10.0,995.2,12.0,10.0,20.0,25.0,1.0,2021-09-08 08:00:00,Good,21.0357507,106.7641068
2172,45.0,Bắc Ninh,pm25,2.0,25.0,79.0,3.0,16.0,1009.0,37.0,45.0,4.0,29.0,3.0,2021-09-08 09:00:00,Good,21.1232473,106.2883295
2175,42.0,Hà Nội,pm25,1.0,25.0,79.0,18.0,6.0,1009.0,27.0,42.0,4.6,29.0,4.1,2021-09-08 08:00:00,Good,20.98832,105.854897
2176,39.0,Hà Nội,pm25,5.0,25.0,79.0,25.0,6.0,1009.5,28.0,39.0,4.6,29.0,4.1,2021-09-08 08:00:00,Good,21.01994,105.77056
2177,44.0,Hà Nội,pm25,2.0,25.0,79.0,15.0,6.0,1009.0,43.0,44.0,4.6,29.0,3.0,2021-09-08 08:00:00,Good,21.01525,105.80013
2178,21.0,Đà Nẵng,pm25,2.0,24.0,70.0,11.0,9.0,1008.0,14.0,21.0,36.0,30.0,1.5,2021-09-08 09:00:00,Good,16.074,108.217
2180,64.0,Hà Nội,pm25,7.0,25.0,79.0,9.0,6.0,1009.0,62.0,64.0,4.6,29.0,4.1,2021-09-08 08:00:00,Moderate,21.02022,105.81232
2181,65.0,Hà Nội,pm25,3.0,25.0,79.0,10.0,6.0,1009.0,42.0,65.0,4.6,29.0,4.1,2021-09-08 08:00:00,Moderate,21.00577,105.74842
2182,63.0,Hà Nội,pm25,18.0,25.0,79.0,31.0,6.0,1009.0,52.0,63.0,4.6,29.0,4.1,2021-09-08 08:00:00,Moderate,21.05121,105.78232
2183,46.0,Hà Nội,pm25,5.0,25.0,79.0,11.0,6.0,1009.5,31.0,46.0,4.6,29.0,4.1,2021-09-08 08:00:00,Good,21.0072,105.83572
2185,38.0,Hồ Chí Minh,pm25,5.0,25.0,76.5,11.0,6.0,1006.0,45.0,38.0,4.6,29.5,5.4,2021-09-10 15:00:00,Good,10.782978,106.700711
2187,65.0,Hà Nội,pm25,0.1,22.0,49.0,6.4,16.3,1006.0,45.0,65.0,5.1,34.0,1.0,2021-09-10 15:00:00,Moderate,21.0215063,105.8188748
2188,6.0,Gia Lai,pm10,2.0,21.4,87.5,4.0,7.0,921.4,6.0,4.0,16.0,23.6,4.0,2021-09-10 16:00:00,Good,13.998599,107.996482
2192,184.0,Lào Cai,pm25,40.0,22.3,50.6,4.0,2.0,997.3,152.0,184.0,0.7,34.0,2.0,2021-09-10 16:00:00,Unhealthy,22.3221386,104.1214227
2194,10.0,Quảng Ninh,pm10,2.0,26.7,67.3,2.0,20.0,995.0,10.0,8.0,23.0,33.6,3.0,2021-09-10 14:00:00,Good,21.0357507,106.7641068
2195,38.0,Bắc Ninh,pm25,1.0,22.0,49.0,3.0,28.0,1006.0,32.0,38.0,13.0,34.0,1.0,2021-09-10 16:00:00,Good,21.1232473,106.2883295
2198,22.0,Hà Nội,pm25,1.0,23.0,52.0,4.0,6.0,1007.0,16.0,22.0,4.6,34.0,2.0,2021-09-10 14:00:00,Good,20.98832,105.854897
2199,16.0,Hà Nội,pm25,3.0,23.0,52.0,17.0,6.0,1007.0,13.0,16.0,4.6,34.0,1.8,2021-09-10 14:00:00,Good,21.01994,105.77056
2200,55.0,Hà Nội,pm25,2.0,23.0,52.0,5.0,6.0,1007.0,37.0,55.0,4.6,34.0,1.8,2021-09-10 15:00:00,Moderate,21.01525,105.80013
2201,23.0,Đà Nẵng,pm25,2.0,23.0,83.0,11.0,6.0,1005.0,15.0,23.0,34.0,26.0,1.5,2021-09-10 16:00:00,Good,16.074,108.217
2203,57.0,Hà Nội,pm25,5.0,23.0,52.0,10.0,6.0,1007.0,41.0,57.0,4.6,34.0,1.8,2021-09-10 14:00:00,Moderate,21.02022,105.81232
2204,1.0,Hà Nội,pm25,13.0,25.5,97.0,10.0,6.0,1012.0,1.0,1.0,4.6,26.0,2.0,2021-09-09 02:00:00,Good,21.00577,105.74842
2205,60.0,Hà Nội,pm25,7.0,23.0,52.0,17.0,6.0,1007.0,54.0,60.0,4.6,34.0,1.8,2021-09-10 14:00:00,Moderate,21.05121,105.78232
2206,23.0,Hà Nội,pm25,3.0,23.0,52.0,11.0,6.0,1007.0,16.0,23.0,4.6,34.0,1.8,2021-09-10 14:00:00,Good,21.0072,105.83572
2208,50.0,Hồ Chí Minh,pm25,5.0,25.5,70.0,11.0,6.0,1009.0,45.0,50.0,4.6,31.5,3.6,2021-09-17 12:00:00,Good,10.782978,106.700711
2210,55.0,Hà Nội,pm25,0.1,28.0,89.0,10.1,7.8,1009.0,45.0,55.0,5.1,30.0,4.6,2021-09-17 13:00:00,Moderate,21.0215063,105.8188748
2211,16.0,Gia Lai,pm25,1.0,21.1,75.3,4.0,8.0,925.5,13.0,16.0,15.0,25.8,2.0,2021-09-17 13:00:00,Good,13.998599,107.996482
2217,17.0,Quảng Ninh,pm10,1.0,24.0,86.2,4.0,4.0,996.0,17.0,13.0,23.0,26.5,2.0,2021-09-17 01:00:00,Good,21.0357507,106.7641068
2218,23.0,Bắc Ninh,pm10,3.0,27.0,86.0,9.0,7.0,1009.5,23.0,18.0,15.0,29.5,4.1,2021-09-17 13:00:00,Good,21.1232473,106.2883295
2221,28.0,Hà Nội,pm25,1.0,27.0,88.0,8.0,6.0,1010.0,22.0,28.0,4.6,29.0,3.0,2021-09-17 11:00:00,Good,20.98832,105.854897
2222,25.0,Hà Nội,pm25,5.0,27.0,88.0,25.0,6.0,1010.0,19.0,25.0,4.6,29.0,3.0,2021-09-17 11:00:00,Good,21.01994,105.77056
2223,38.0,Hà Nội,pm25,2.0,27.0,86.0,12.0,6.0,1009.5,25.0,38.0,4.6,29.5,4.1,2021-09-17 12:00:00,Good,21.01525,105.80013
2224,33.0,Đà Nẵng,pm25,1.0,24.0,59.0,11.0,26.0,1009.0,24.0,33.0,35.0,33.0,3.0,2021-09-17 13:00:00,Good,16.074,108.217
2226,51.0,Hà Nội,pm25,4.0,27.0,88.0,8.0,6.0,1010.0,45.0,51.0,4.6,29.0,3.0,2021-09-17 11:00:00,Moderate,21.02022,105.81232
2227,50.0,Hà Nội,pm25,6.0,27.0,86.0,9.0,6.0,1009.5,31.0,50.0,4.6,29.5,4.1,2021-09-17 11:00:00,Good,21.00577,105.74842
2228,53.0,Hà Nội,pm10,9.0,27.0,88.0,19.0,6.0,1010.0,53.0,52.0,4.6,29.0,3.0,2021-09-17 11:00:00,Moderate,21.05121,105.78232
2229,27.0,Hà Nội,pm25,4.0,27.0,88.0,11.0,6.0,1010.0,19.0,27.0,4.6,29.0,3.0,2021-09-17 11:00:00,Good,21.0072,105.83572
2230,109.0,Cao Bằng,pm10,5.0,24.6,76.3,11.0,1.0,982.9,109.0,52.0,1.0,29.2,1.0,2021-09-17 13:00:00,Unhealthy for sensitive groups,22.6782,106.245
2231,25.0,Hồ Chí Minh,pm25,5.0,23.5,64.0,11.0,6.0,1009.5,45.0,25.0,4.6,31.0,3.6,2021-09-21 10:00:00,Good,10.782978,106.700711
2233,160.0,Hà Nội,pm25,0.1,26.0,79.0,8.3,12.6,1011.0,45.0,160.0,6.6,30.0,1.5,2021-09-21 09:00:00,Unhealthy,21.0215063,105.8188748
2234,10.0,Gia Lai,pm25,3.0,20.4,76.1,5.0,8.0,924.1,9.0,10.0,16.0,24.9,2.0,2021-09-21 10:00:00,Good,13.998599,107.996482
2241,38.0,Bắc Ninh,pm25,1.0,26.0,88.0,5.0,14.0,1012.0,37.0,38.0,13.0,28.0,1.0,2021-09-21 10:00:00,Good,21.1232473,106.2883295
2244,69.0,Hà Nội,pm25,1.0,25.0,88.0,8.0,6.0,1012.0,51.0,69.0,4.6,27.0,1.0,2021-09-21 07:00:00,Moderate,20.98832,105.854897
2245,86.0,Hà Nội,pm25,5.0,25.0,88.0,16.0,6.0,1012.0,56.0,86.0,4.6,27.0,1.0,2021-09-21 07:00:00,Moderate,21.01994,105.77056
2246,107.0,Hà Nội,pm25,4.0,26.0,88.0,11.0,6.0,1012.0,59.0,107.0,4.6,28.0,1.0,2021-09-21 09:00:00,Unhealthy for sensitive groups,21.01525,105.80013
2247,18.0,Đà Nẵng,pm25,1.0,24.0,66.0,11.0,13.0,1010.0,12.0,18.0,33.0,31.0,2.0,2021-09-21 10:00:00,Good,16.074,108.217
2249,119.0,Hà Nội,pm25,7.0,25.0,88.0,16.0,6.0,1012.0,84.0,119.0,4.6,27.0,1.0,2021-09-21 07:00:00,Unhealthy for sensitive groups,21.02022,105.81232
2250,66.0,Hà Nội,pm10,6.0,25.0,88.0,15.0,6.0,1012.0,66.0,28.0,4.6,27.0,1.0,2021-09-21 07:00:00,Moderate,21.00577,105.74842
